Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024 12:00,14/2/2024 16:00,14/2/2024 20:00,15/2/2024 00:00,15/2/2024 04:00,15/2/2024 08:00,15/2/2024 12:00,15/2/2024 16:00,15/2/2024 20:00,16/2/2024 00:00,16/2/2024 04:00,16/2/2024 08:00,16/2/2024 12:00,16/2/2024 16:00,16/2/2024 20:00,17/2/2024 00:00,17/2/2024 04:00,17/2/2024 08:00,17/2/2024 12:00,17/2/2024 16:00,17/2/2024 20:00,18/2/2024 00:00,18/2/2024 04:00,18/2/2024 08:00,18/2/2024 12:00,18/2/2024 16:00,18/2/2024 20:00,19/2/2024 00:00,19/2/2024 04:00,19/2/2024 08:00,19/2/2024 12:00,19/2/2024 16:00,19/2/2024 20:00,20/2/2024 00:00,20/2/2024 04:00,20/2/2024 08:00,20/2/2024 12:00,20/2/2024 16:00,20/2/2024 20:00,21/2/2024 00:00,21/2/2024 04:00,21/2/2024 08:00,21/2/2024 12:00,21/2/2024 16:00,21/2/2024 20:00,22/2/2024 00:00,22/2/2024 04:00,22/2/2024 08:00,22/2/2024 12:00,22/2/2024 16:00,22/2/2024 20:00,23/2/2024 00:00,23/2/2024 04:00,23/2/2024 08:00,23/2/2024 12:00,23/2/2024 16:00,23/2/2024 20:00,24/2/2024 00:00,24/2/2024 04:00,24/2/2024 08:00,24/2/2024 12:00,24/2/2024 16:00,24/2/2024 20:00,25/2/2024 00:00,25/2/2024 04:00,25/2/2024 08:00,25/2/2024 12:00,25/2/2024 16:00,25/2/2024 20:00,26/2/2024 00:00,26/2/2024 04:00,26/2/2024 08:00,26/2/2024 12:00,26/2/2024 16:00,26/2/2024 20:00,27/2/2024 00:00,27/2/2024 04:00,27/2/2024 08:00,27/2/2024 12:00,27/2/2024 16:00,27/2/2024 20:00,28/2/2024 00:00,28/2/2024 04:00,28/2/2024 08:00,28/2/2024 12:00,28/2/2024 16:00,28/2/2024 20:00,29/2/2024 00:00,29/2/2024 04:00,29/2/2024 08:00,29/2/2024 12:00,29/2/2024 16:00,29/2/2024 20:00,1/3/2024 00:00,1/3/2024 04:00,1/3/2024 08:00,1/3/2024 12:00,1/3/2024 16:00,1/3/2024 20:00,2/3/2024 00:00,2/3/2024 04:00,2/3/2024 08:00,2/3/2024 12:00,2/3/2024 16:00,2/3/2024 20:00,3/3/2024 00:00,3/3/2024 04:00,3/3/2024 08:00,3/3/2024 12:00,3/3/2024 16:00,3/3/2024 20:00,4/3/2024 00:00,4/3/2024 04:00,4/3/2024 08:00,4/3/2024 12:00,4/3/2024 16:00,4/3/2024 20:00,5/3/2024 00:00,5/3/2024 04:00,5/3/2024 08:00,5/3/2024 12:00,5/3/2024 16:00,5/3/2024 20:00,6/3/2024 00:00,6/3/2024 04:00,6/3/2024 08:00,6/3/2024 12:00,6/3/2024 16:00,6/3/2024 20:00,7/3/2024 00:00,7/3/2024 04:00,7/3/2024 08:00,7/3/2024 12:00
940 110012303405,w192373,940 110009540534,2697,No Shade,,6,3,13,2,,12,1,4,10,6,3,2,7,8,10,28,3,2,14,2,3,5,,1,3,10,7,7,,3,5,,1,2,1,16,1,15,8,4,1,10,2,2,1,10,4,1,5,6,9,4,6,18,5,9,32,8,5,1,4,28,6,2,8,3,2,128,1,3,5,7,15,1,9,6,17,1,9,6,5,5,5,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019088549,w290,No Shade,,5,3,2,7,12,2,5,5,4,41,34,37,6,9,9,2,10,26,7,1,3,4,1,4,11,4,1,7,13,6,3,2,4,1,5,2,2,5,2,2,18,14,2,2,26,10,8,13,6,10,13,12,6,20,1,1,2,4,9,4,13,1,2,2,1,,,1,4,6,6,,2,2,25,6,7,2,1,25,,1,3,2,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541612,w192202,No Shade,,2,8,6,6,5,1,4,2,7,6,3,,5,5,11,20,4,4,3,14,5,,20,3,4,17,12,16,6,2,9,1,,4,6,6,4,,11,17,12,3,3,5,2,5,,1,6,4,6,6,7,7,2,12,,3,1,3,1,8,9,4,5,1,5,7,8,7,3,3,1,6,14,5,1,1,2,5,2,2,8,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538695,2324,No Shade,,2,8,7,9,3,12,2,3,7,4,7,2,4,8,6,1,11,6,8,18,21,2,3,6,4,6,3,1,5,5,7,9,1,3,17,2,11,3,6,5,,2,10,16,5,10,1,11,18,2,76,,7,3,2,3,8,19,9,3,4,6,3,1,22,6,3,2,4,6,16,3,,3,3,4,10,1,13,13,20,7,6,14,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541616,2549,No Shade,,1,13,6,4,7,3,1,6,1,7,4,8,10,8,10,8,6,9,7,6,11,5,,4,4,4,4,4,3,1,3,13,5,6,8,6,,15,8,2,1,,17,5,33,16,5,3,5,17,6,15,15,2,3,4,5,20,7,,18,21,26,7,9,6,9,,2,8,6,15,24,24,18,114,4,1,10,4,31,1,4,,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538339,2971,No Shade,,1,8,9,3,6,7,1,,,3,10,,3,8,7,3,3,7,5,6,6,8,2,8,9,6,2,4,1,11,12,3,3,1,8,,9,32,8,4,9,,2,11,2,16,10,2,18,3,7,26,8,1,3,1,,5,2,1,4,8,8,2,3,7,3,1,6,10,12,1,1,4,4,8,21,19,1,14,15,23,10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012565614,w263,No Shade,,2,9,4,10,3,5,,9,2,4,22,16,9,5,13,5,5,2,9,1,2,7,8,11,7,6,4,3,6,,3,1,6,9,3,7,1,,26,3,1,3,11,1,21,,4,1,6,13,2,4,19,3,8,59,79,24,13,4,5,8,,2,2,2,4,11,7,5,16,3,1,6,12,,14,7,8,5,19,3,1,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541085,y1088,No Shade,,8,4,3,2,6,14,5,16,4,1,,3,4,2,4,14,10,4,4,9,16,14,1,3,3,13,21,10,3,3,6,6,6,3,12,5,7,2,6,2,2,2,5,30,1,4,6,3,6,4,4,4,3,1,11,12,1,16,5,,5,4,7,3,1,10,2,,3,,10,5,4,1,6,5,14,6,3,58,3,10,9,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019089945,y457,No Shade,,10,4,,4,23,4,2,17,3,2,9,3,4,8,12,4,6,9,10,6,2,8,2,8,4,17,4,6,12,2,8,5,3,3,3,11,21,1,10,5,1,,6,4,21,,4,18,13,5,6,,21,15,22,,,4,1,,1,5,2,1,4,3,,33,2,1,9,10,17,1,2,11,5,3,1,,1,5,7,28,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012565619,w788,No Shade,,4,5,1,1,9,3,2,1,3,5,15,5,1,5,3,12,2,5,,4,6,11,,5,,10,4,6,7,1,13,7,2,6,7,4,7,2,5,3,16,1,2,1,4,1,5,8,7,5,9,1,4,2,7,,6,8,18,4,,17,13,2,12,7,14,,2,,27,6,7,,1,2,5,5,7,3,2,5,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540814,3742,No Shade,,5,6,7,6,3,10,1,5,4,1,5,3,7,4,,14,13,6,1,4,8,4,5,3,2,16,6,5,3,3,9,5,,2,3,20,11,,4,3,,7,13,3,1,3,1,7,16,6,8,12,4,15,47,54,24,9,6,15,23,2,2,4,8,3,7,,8,,4,1,4,,5,7,8,3,6,10,1,,7,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538664,w1556,No Shade,,5,6,6,5,5,1,8,9,1,5,1,1,,9,4,3,7,3,3,3,14,37,3,2,4,5,8,10,2,1,1,7,1,3,4,9,4,3,2,4,1,1,5,1,47,3,1,1,5,13,17,4,5,1,37,172,136,14,2,,6,26,20,4,3,10,1,28,46,2,13,,6,3,40,33,,,3,2,5,5,3,3,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012553757,w280,No Shade,,8,3,1,2,11,2,1,4,2,12,12,9,9,6,7,1,9,6,5,4,6,,4,7,3,9,4,7,1,7,2,19,5,21,12,10,2,7,11,5,63,29,7,4,39,1,14,16,8,8,6,4,3,20,5,5,3,2,4,13,,12,2,8,15,2,7,18,35,2,9,8,4,5,1,7,2,,2,9,15,33,5,3,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019090064,2975,No Shade,,6,8,5,6,16,4,7,20,1,4,22,13,15,6,6,3,3,5,8,5,5,10,13,14,3,13,4,4,13,10,11,,3,,7,20,7,18,23,16,7,12,8,2,11,,2,6,8,17,4,28,14,6,7,27,1,7,4,26,2,12,32,2,2,1,4,4,69,23,35,14,1,1,33,34,6,6,82,26,20,8,9,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012553565,w192559,No Shade,,4,4,8,24,6,5,4,18,17,7,5,8,8,6,2,2,9,4,9,22,14,16,10,11,9,,3,10,3,2,5,3,5,2,5,28,4,4,3,4,5,16,20,4,6,1,8,8,1,7,11,9,11,16,6,,25,28,9,,2,4,11,14,3,6,3,10,6,21,9,29,,4,15,9,,2,8,2,1,2,3,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539736,w745,No Shade,,6,9,17,5,10,5,2,3,1,3,5,9,10,4,1,7,10,5,7,5,3,3,4,10,3,10,2,4,4,3,2,23,3,3,6,20,1,3,5,13,1,1,4,6,8,3,15,17,11,2,3,2,18,9,9,10,8,9,4,2,3,10,14,6,11,6,6,4,7,7,37,22,16,6,13,31,5,4,9,4,5,13,3,20,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019090013,2540,No Shade,,9,6,10,5,6,1,2,2,,5,12,13,4,7,2,7,9,20,7,2,2,,4,4,7,21,5,9,11,1,12,13,7,4,8,2,14,4,17,1,3,9,15,3,38,9,17,24,10,10,5,5,4,10,4,2,,12,1,18,3,55,9,16,4,7,13,42,7,4,4,28,,17,2,5,1,6,7,2,4,3,6,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538609,2943,No Shade,,17,2,13,4,11,1,1,5,2,5,1,7,13,6,8,7,4,5,6,10,2,2,3,5,14,9,3,7,9,6,6,8,6,12,16,3,6,2,3,3,3,18,13,6,5,25,15,10,15,15,15,2,5,,15,8,42,21,3,4,11,2,1,5,18,10,6,,3,,5,10,1,2,6,12,28,1,5,4,12,3,9,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540288,2320,No Shade,,1,10,10,5,9,6,2,,17,1,12,2,5,3,5,13,4,4,2,16,14,5,1,5,1,1,5,4,5,1,6,2,8,4,5,17,7,8,5,5,30,21,3,,3,1,5,1,8,10,6,7,7,1,13,5,19,10,2,1,2,2,4,,3,7,1,3,1,14,13,37,4,7,,7,2,10,5,6,8,,5,11,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541010,w300,No Shade,,3,8,2,6,10,5,,1,2,7,14,5,2,4,4,3,2,16,6,6,,2,1,5,2,14,2,2,4,10,4,1,1,12,11,13,8,4,15,14,27,7,1,2,6,,16,10,17,3,12,7,3,9,23,7,1,10,10,,6,6,5,1,5,1,7,8,9,2,8,21,5,,1,9,,6,5,9,,3,9,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019092789,2944,No Shade,,2,11,6,3,5,2,1,1,2,,2,8,4,10,4,3,2,6,1,8,4,6,1,3,3,5,3,2,7,3,34,44,2,42,2,2,8,,1,4,,,6,8,6,,5,1,3,5,8,11,7,1,2,9,2,5,10,,4,9,16,8,3,1,9,10,,2,5,1,8,3,4,2,14,,1,5,8,,,8,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012554293,y423,No Shade,,7,12,8,8,14,2,5,,5,12,7,6,3,10,3,6,4,2,4,2,3,1,3,16,4,13,3,12,2,,12,1,7,4,9,8,3,16,1,8,6,9,8,4,2,1,2,4,5,13,1,10,8,4,10,2,2,4,58,,4,6,1,1,2,6,5,7,2,3,9,2,5,14,6,6,31,1,4,5,,1,6,7,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541075,2942,No Shade,,8,10,5,7,6,17,5,11,24,4,7,3,4,8,6,4,2,4,2,15,7,7,7,6,21,15,9,4,12,12,8,24,5,5,10,2,9,3,11,10,1,,5,2,12,8,13,2,3,3,8,13,2,12,3,13,18,8,7,1,1,14,12,13,11,4,5,3,6,13,2,11,7,15,33,5,7,3,5,3,27,5,13,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539564,w192186,No Shade,,1,9,8,2,13,3,10,15,8,14,6,10,9,30,10,3,6,20,6,5,17,19,1,5,9,9,7,5,6,,2,4,1,7,9,30,18,1,6,10,1,7,14,13,19,11,10,2,6,8,3,9,10,9,4,1,,13,3,3,3,18,5,19,10,2,1,6,4,2,4,14,6,1,6,1,12,16,34,5,5,31,17,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538938,2582,No Shade,,2,5,19,7,12,1,2,3,,6,9,14,8,7,3,10,2,11,7,9,1,2,2,3,3,14,2,7,8,12,2,7,2,1,12,1,,18,2,5,8,1,3,5,4,12,,3,,4,7,17,3,4,9,3,2,2,1,,7,2,3,6,8,8,8,12,4,14,3,6,6,13,1,8,8,29,6,1,1,9,3,23,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540753,2541,No Shade,,,9,3,33,5,,3,1,15,24,8,,7,7,3,3,,,4,,13,3,3,10,16,5,10,7,1,4,11,3,4,2,7,3,9,7,15,6,,1,5,5,2,,2,54,3,20,1,,6,1,10,1,2,3,,23,23,12,7,1,5,4,18,5,7,,2,2,,1,5,7,,2,2,17,,6,5,3,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539281,2016,No Shade,,3,13,2,3,4,18,5,4,,1,4,6,2,5,2,4,5,24,11,5,19,4,4,7,2,3,5,4,14,17,2,1,1,6,12,24,12,30,15,9,4,14,11,9,1,5,10,8,11,6,2,4,8,18,5,2,1,6,,,,1,8,1,11,13,11,2,3,2,3,3,2,25,3,8,37,12,6,,6,8,14,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540428,y1019,No Shade,,7,10,14,4,4,2,2,,2,6,7,,5,13,5,1,2,9,3,4,9,2,13,6,4,4,2,3,3,5,6,3,3,9,1,3,1,,4,2,5,1,4,22,9,31,7,8,8,9,10,12,8,6,7,3,8,3,4,1,,3,2,18,11,8,17,,1,9,2,3,20,1,22,8,1,2,5,1,,10,7,18,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539447,w192149,No Shade,,4,12,8,2,16,4,15,1,4,5,4,4,3,4,5,2,36,11,,6,33,5,11,9,7,2,,4,12,15,7,4,1,2,2,11,23,5,28,25,7,11,29,2,,14,5,17,6,,7,4,22,22,7,1,,5,4,1,,2,3,42,3,8,3,1,4,2,22,34,9,,3,7,9,17,6,5,1,7,27,32,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538976,2422,No Shade,,5,4,6,3,2,12,10,13,3,12,7,9,2,5,7,6,2,,14,5,18,7,2,9,37,,,18,,1,9,12,1,14,9,13,2,3,2,14,1,6,11,5,10,3,1,3,6,1,17,13,13,4,7,14,2,10,6,7,2,3,12,4,,2,3,1,5,11,5,12,30,2,41,10,,,4,4,4,49,4,7,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009421855,2572,No Shade,,2,5,10,1,2,2,8,11,4,1,1,4,2,2,8,2,3,10,4,12,3,7,7,4,2,2,5,6,2,,10,5,5,10,5,12,2,5,8,8,1,3,14,5,6,4,4,1,9,8,1,4,8,1,17,1,3,7,5,,,14,9,1,2,6,6,1,,1,3,1,3,,1,5,5,2,7,37,58,2,,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012566859,3711,No Shade,,6,7,3,7,25,67,11,4,10,3,3,8,5,8,12,9,26,9,9,6,8,10,10,4,3,5,6,2,4,3,8,13,3,11,5,9,18,4,1,5,3,9,,3,46,7,20,5,9,10,8,2,5,5,12,1,5,4,6,3,1,56,13,7,2,2,2,1,,5,3,9,,5,14,4,,9,13,6,32,4,8,7,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539817,2601,No Shade,,5,11,13,7,4,4,3,7,6,7,1,4,5,8,5,4,2,9,6,4,7,23,67,34,43,2,37,6,2,3,3,3,3,6,7,3,1,1,6,2,10,,3,2,4,15,6,3,11,13,2,2,6,4,18,5,,1,20,15,4,4,2,8,3,5,13,5,3,6,8,7,7,18,3,5,2,4,5,2,1,4,2,10,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019088452,2021,No Shade,,,2,3,4,5,15,12,,,,2,40,3,6,11,2,12,7,5,2,11,2,4,4,4,7,3,6,5,,4,1,7,2,10,19,23,6,4,4,1,28,4,2,4,2,11,15,11,10,5,6,13,17,21,2,1,25,1,11,2,1,28,3,8,11,5,3,3,1,2,10,5,4,20,10,2,13,15,1,12,,4,12,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019091903,w9510,No Shade,,5,10,3,4,13,,14,6,3,2,4,3,10,22,12,1,10,9,,16,6,12,2,13,4,5,9,4,14,4,4,2,3,3,13,,11,1,12,8,,22,9,3,17,31,2,13,13,8,4,4,5,5,2,7,,3,7,3,,20,13,11,25,23,,,4,10,8,2,1,3,16,2,5,1,5,6,28,19,3,26,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538791,3792,No Shade,,3,5,5,5,1,3,3,2,14,8,,3,4,8,8,2,5,4,2,25,5,4,1,3,4,4,2,26,2,1,6,6,7,1,8,2,2,10,2,4,9,,8,12,5,33,3,5,4,11,2,2,14,1,3,3,25,18,7,3,1,6,27,4,1,1,5,1,,6,9,12,121,37,27,7,1,4,16,3,7,8,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012566374,2040,No Shade,,3,9,7,23,16,10,9,14,14,11,1,5,3,2,5,1,15,16,6,16,1,6,6,6,10,13,13,2,8,39,6,1,10,2,6,4,2,,11,1,,6,9,6,11,,6,9,2,,6,5,8,9,9,4,,7,2,48,,10,5,12,8,9,8,2,,1,6,14,,4,10,22,6,3,14,1,27,11,5,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541144,w1690,No Shade,,3,9,38,16,5,7,1,1,2,12,5,2,4,28,6,4,,1,6,7,9,5,1,4,1,7,3,12,3,2,5,5,1,1,6,2,3,5,4,8,1,,12,3,9,14,3,4,5,15,62,,2,,10,4,45,9,16,3,2,9,18,1,11,4,6,,7,9,8,6,8,2,7,2,5,1,8,4,6,4,4,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539860,2981,No Shade,,6,2,6,8,21,4,25,60,13,6,18,3,5,14,10,25,4,17,4,10,3,14,10,2,14,2,6,3,4,6,8,5,3,3,13,7,7,16,4,6,3,1,5,3,3,2,9,24,9,9,8,6,11,13,7,5,1,4,2,4,14,7,2,26,6,2,16,2,1,3,3,8,17,1,23,5,28,14,11,16,,4,10,6,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540194,2997,No Shade,,7,4,5,1,6,1,8,4,8,2,4,1,1,6,7,3,4,2,6,4,3,6,2,3,2,2,7,6,,6,2,11,5,6,8,15,7,,1,,1,6,3,5,4,13,2,7,13,23,,5,9,12,15,2,2,2,2,,2,5,6,3,4,5,1,,2,2,2,20,1,5,33,23,66,9,6,3,2,4,6,8,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009541648,2406,No Shade,,2,5,7,4,7,17,10,1,1,1,,9,6,21,32,17,13,31,5,2,22,2,2,2,15,2,2,5,7,3,9,3,2,7,5,2,1,2,2,2,1,3,5,3,,4,1,10,3,2,4,8,6,19,3,3,5,6,9,,5,4,5,2,,13,9,9,2,1,4,20,6,4,19,5,1,1,2,44,5,2,4,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009539482,w1656,No Shade,,4,6,4,2,3,8,2,5,1,5,15,2,6,17,8,10,3,3,17,8,1,,5,10,15,1,3,,7,31,1,2,6,1,4,12,15,13,18,2,1,20,4,1,3,11,5,26,4,6,1,2,6,9,4,,1,2,6,2,,7,,1,2,,3,,7,4,7,28,2,11,3,10,1,11,4,4,,9,8,1,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012554759,2432,No Shade,,9,8,22,6,4,1,3,7,10,10,15,15,9,10,14,15,1,8,6,4,9,11,1,,4,10,5,12,9,1,10,11,2,7,8,2,33,8,4,3,,7,4,8,13,5,7,3,6,10,5,3,4,1,,19,,3,4,,2,4,2,1,2,,1,,2,1,1,2,5,1,2,1,2,,2,,,4,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540732,y476,No Shade,,5,4,9,5,4,5,3,16,33,19,9,16,2,4,7,19,6,1,5,3,1,1,1,5,7,4,21,21,12,19,5,8,5,,7,1,6,14,7,4,,,1,17,1,7,9,10,3,7,1,4,10,2,14,4,2,3,2,1,,8,1,4,51,8,21,,1,4,,2,3,6,17,4,8,9,2,3,28,,,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540984,2463,No Shade,,1,11,5,6,2,7,1,15,3,4,14,3,4,5,10,6,4,,4,2,30,1,4,4,2,1,2,4,2,2,9,16,,4,12,,3,1,3,6,,2,3,3,5,2,9,,4,15,2,4,10,1,1,1,,5,,4,4,10,3,3,2,7,11,2,,5,5,2,12,5,6,6,21,,5,2,6,3,15,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538716,w1679,No Shade,,,8,5,6,4,7,,56,28,15,4,12,8,15,11,17,,2,11,10,44,5,1,5,3,3,15,2,4,3,1,2,,,11,13,1,7,6,5,5,5,4,1,3,19,2,,14,4,8,10,8,3,22,3,,1,6,,2,3,2,3,9,13,11,2,,8,2,1,4,3,2,4,,,4,1,2,50,11,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019091837,2536,No Shade,,9,7,4,14,5,14,7,,6,4,8,9,9,13,2,8,18,11,12,7,3,10,10,8,8,12,9,12,19,19,8,8,4,6,10,18,30,5,3,10,5,3,9,2,19,4,19,22,9,9,30,13,5,13,8,5,2,6,4,17,2,1,6,1,4,8,9,3,5,8,8,6,,2,4,6,9,,5,29,37,33,6,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012554665,w1538,No Shade,,5,6,6,1,12,25,,2,4,5,5,11,3,9,10,11,2,2,5,14,6,7,1,4,4,17,6,2,,21,7,5,5,1,7,9,,5,4,8,21,5,6,2,3,6,4,1,4,3,2,13,9,4,16,21,5,4,13,10,1,5,5,1,3,6,,3,,1,,1,,2,1,2,2,1,,3,1,,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012566754,2672,No Shade,,3,8,5,1,4,5,6,4,,3,4,,3,8,6,2,5,5,3,7,6,9,,11,12,1,2,7,12,16,8,4,1,2,13,5,6,8,2,3,1,13,1,1,3,2,1,12,7,,4,,8,11,10,,11,13,17,,1,3,2,,1,,1,3,3,,1,1,5,1,2,,1,,1,1,,,1,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538672,2946,No Shade,,,7,8,5,2,5,4,17,30,3,11,1,2,13,2,2,1,3,13,8,7,1,12,2,7,17,5,18,,4,4,1,1,3,7,2,9,2,3,6,9,,3,2,2,4,25,1,8,8,4,,5,4,4,5,6,15,3,18,5,29,3,4,2,3,7,11,,,3,3,1,35,4,7,1,4,1,12,1,8,4,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009423185,2972,No Shade,,3,10,3,51,5,,3,4,5,10,11,3,3,5,16,3,5,1,10,11,15,5,1,4,1,3,2,,,6,4,18,5,1,3,,2,16,33,28,1,,11,23,4,7,3,,4,25,2,4,10,2,7,4,7,6,4,3,,5,2,19,7,5,,13,2,2,17,3,1,,20,10,3,6,5,3,,12,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009422827,w192009,No Shade,,5,9,7,3,4,3,5,3,6,2,6,3,6,9,11,3,7,5,3,21,2,6,10,3,4,4,7,9,3,1,8,6,7,1,13,13,8,2,1,10,1,16,2,3,2,2,2,3,15,14,3,1,7,4,9,5,6,,5,1,5,4,24,1,1,,5,,1,5,8,1,1,6,3,2,10,2,3,5,2,14,2,7,57,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
