Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024,15/2/2024,16/2/2024,17/2/2024,18/2/2024,19/2/2024,20/2/2024,21/2/2024,22/2/2024,23/2/2024,24/2/2024,25/2/2024,26/2/2024,27/2/2024,28/2/2024,29/2/2024,1/3/2024,2/3/2024,3/3/2024,4/3/2024,5/3/2024,6/3/2024,7/3/2024
940 110012303405,w192373,940 110009541144,w1690,No Shade,12,68,53,24,27,30,18,28,50,78,84,40,40,27,27,,,,,,,,
940 110012303405,w192373,940 110009539860,2981,No Shade,8,124,59,70,45,32,49,22,56,50,32,54,33,97,35,,,,,,,,
940 110012303405,w192373,940 110009540194,2997,No Shade,11,25,22,26,18,32,41,16,62,43,13,19,32,140,33,,,,,,,,
940 110012303405,w192373,940 110009541648,2406,No Shade,7,46,38,100,45,29,19,16,20,43,29,38,37,72,23,,,,,,,,
940 110012303405,w192373,940 110009539482,w1656,No Shade,10,24,46,49,32,44,51,46,55,22,18,6,59,33,38,,,,,,,,
940 110012303405,w192373,940 110012554759,2432,No Shade,17,43,69,48,35,48,60,26,44,32,13,6,12,7,13,,,,,,,,
940 110012303405,w192373,940 110009540732,y476,No Shade,9,42,83,41,19,86,33,29,37,35,16,85,16,43,40,,,,,,,,
940 110012303405,w192373,940 110009540984,2463,No Shade,12,36,33,26,42,35,20,17,35,19,23,28,29,40,43,,,,,,,,
940 110012303405,w192373,940 110009538716,w1679,No Shade,8,78,82,51,61,27,32,26,42,54,12,40,18,11,74,,,,,,,,
940 110012303405,w192373,940 110019091837,2536,No Shade,16,44,49,58,51,75,73,32,82,74,32,31,29,53,93,,,,,,,,
940 110012303405,w192373,940 110012554665,w1538,No Shade,11,46,37,44,39,41,27,46,21,65,38,18,4,9,10,,,,,,,,
940 110012303405,w192373,940 110012566754,2672,No Shade,11,25,18,28,39,49,35,21,25,33,45,7,11,5,9,,,,,,,,
940 110012303405,w192373,940 110009538672,2946,No Shade,7,41,60,29,46,32,24,23,48,22,76,30,42,29,26,,,,,,,,
940 110012303405,w192373,940 110009423185,2972,No Shade,13,66,37,46,29,30,27,96,43,29,25,46,25,47,26,,,,,,,,
940 110012303405,w192373,940 110009422827,w192009,No Shade,14,25,32,50,29,34,44,33,38,29,21,31,22,25,130,,,,,,,,
940 110012303405,w192373,940 110009541760,w192005,No Shade,9,29,22,68,202,121,59,44,27,34,22,5,7,9,20,,,,,,,,
940 110012303405,w192373,940 110009421856,w192300,No Shade,6,37,41,60,53,40,54,35,71,26,26,101,68,75,34,,,,,,,,
940 110012303405,w192373,940 110009423267,3745,No Shade,9,28,21,41,113,42,23,62,36,44,21,41,22,35,64,,,,,,,,
940 110012303405,w192373,940 110012567013,w192003,No Shade,9,23,61,19,68,18,46,48,41,27,20,16,5,5,19,,,,,,,,
940 110012303405,w192373,940 110019091346,2632,No Shade,5,26,70,45,56,38,17,68,17,18,24,4,11,10,40,,,,,,,,
940 110012303405,w192373,940 110012565400,w192463,No Shade,,,,,,,,,9,,8,41,22,9,38,,,,,,,,
940 110012303405,w192373,940 110009540610,y463,No Shade,16,46,48,34,24,44,73,31,27,20,16,6,2,3,7,,,,,,,,
940 110012303405,w192373,940 110012553813,w1780,No Shade,4,33,11,10,16,28,32,44,55,24,46,17,56,35,50,,,,,,,,
940 110012303405,w192373,940 110019088588,2307,No Shade,19,26,32,68,29,36,34,36,77,39,44,24,21,39,71,,,,,,,,
940 110012303405,w192373,940 110019088485,2693,No Shade,11,54,42,41,42,36,37,52,52,31,37,164,38,47,47,,,,,,,,
940 110012303405,w192373,940 110009423076,w192203,No Shade,11,41,33,69,136,42,42,44,35,40,46,21,46,43,31,,,,,,,,
940 110012303405,w192373,940 110019091379,3749,No Shade,,,,,,,,,10,7,4,80,29,34,44,,,,,,,,
940 110012303405,w192373,940 110012567070,w192145,No Shade,,,,,,,,,3,18,5,15,52,32,37,,,,,,,,
940 110012303405,w192373,940 110009421841,y1080,No Shade,17,89,62,82,48,33,51,47,64,50,52,59,41,49,45,,,,,,,,
940 110012303405,w192373,940 110019088647,w1651,No Shade,11,50,31,57,32,46,22,69,26,27,41,41,25,23,124,,,,,,,,
940 110012303405,w192373,940 110012567561,w192556,No Shade,17,17,43,56,40,65,89,24,62,32,67,77,55,119,48,,,,,,,,
940 110012303405,w192373,940 110009422821,2405,No Shade,18,20,44,25,37,17,23,43,128,31,43,34,51,48,52,,,,,,,,
940 110012303405,w192373,940 110012554559,w9330,No Shade,22,77,20,,,,,,15,6,8,13,29,92,57,,,,,,,,
940 110012303405,w192373,940 110009538917,w1536,No Shade,9,33,46,53,60,34,42,27,10,18,16,2,11,13,17,,,,,,,,
940 110012303405,w192373,940 110012567032,2673,No Shade,8,43,45,5,,,,,17,76,22,34,25,28,46,,,,,,,,
940 110012303405,w192373,940 110012566693,w1657,No Shade,8,17,35,26,26,34,54,44,43,50,23,18,35,34,27,,,,,,,,
940 110007343058,w192408,940 110009539462,2561,Medium Shade,14,23,30,17,38,40,19,38,46,37,65,20,83,4,,,,,,,,,
940 110007343058,w192408,940 110009539751,y1021,Medium Shade,26,52,47,20,38,23,25,44,26,36,55,10,18,,,,,,,,,,
940 110007343058,w192408,940 110009539049,w192040,Medium Shade,32,35,21,34,24,37,55,21,52,46,15,10,38,26,,,,,,,,,
940 110007343058,w192408,940 110012567780,w192115,Medium Shade,6,46,31,19,40,32,23,31,31,59,16,5,37,,,,,,,,,,
940 110007343058,w192408,940 110009538342,W1594,Medium Shade,23,40,35,24,26,23,12,8,45,40,630,34,45,54,,,,,,,,,
940 110007343058,w192408,940 110019091210,y1075,Medium Shade,,23,22,50,20,56,54,29,23,32,17,5,32,,,,,,,,,,
940 110007343058,w192408,940 110009540276,w192123,Medium Shade,14,49,96,18,12,37,79,30,13,31,12,10,38,,,,,,,,,,
940 110007343058,w192408,940 110019091427,w192523,Medium Shade,1,17,15,76,3,19,22,13,40,22,35,7,19,,,,,,,,,,
940 110007343058,w192408,940 110009540034,y1057,Medium Shade,9,51,28,34,45,31,27,43,43,90,75,11,26,3,,,,,,,,,
940 110007343058,w192408,940 110012567356,W192374,Medium Shade,7,99,35,53,43,22,40,46,88,43,69,21,68,27,,,,,,,,,
940 110007343058,w192408,940 110009538669,w192272,Medium Shade,1,35,39,40,52,21,15,21,111,27,30,8,23,5,,,,,,,,,
940 110007343058,w192408,940 110009541163,2892,Medium Shade,8,66,35,15,30,21,18,52,115,86,15,8,25,,,,,,,,,,
940 110007343058,w192408,940 110009538983,w192443,Medium Shade,,22,13,13,43,53,13,44,13,33,41,4,13,,,,,,,,,,
940 110007343058,w192408,940 110019088638,2655,Medium Shade,16,51,45,9,19,16,78,16,37,29,50,5,30,7,,,,,,,,,
940 110007343058,w192408,940 110019090704,w192029,Medium Shade,1,33,30,59,43,46,27,32,32,105,98,7,65,9,,,,,,,,,
940 110007343094,w192350,940 110009421859,w790,High Shade,,,,,,,,,,,,,,,,19,17,47,74,18,,,
940 110007343094,w192350,940 110009423044,2991,High Shade,10,40,20,47,48,26,26,61,,,,,,,,40,45,25,24,56,539,75,43
940 110007343094,w192350,940 110019090446,2987,High Shade,2,36,13,13,82,67,19,43,,,,,,,,43,28,13,3,,,,
940 110007343094,w192350,940 110019088573,2393,High Shade,,17,48,72,22,567,119,38,,,,,,,,20,53,27,25,64,16,,
940 110007343094,w192350,940 110012566936,2358,High Shade,14,70,43,13,37,48,63,17,,,,,,,,52,31,23,27,34,34,32,
940 110007343094,w192350,940 110009540229,2960,High Shade,5,14,4,12,33,,7,46,,,,,,,,17,34,27,14,11,24,25,32
940 110007343094,w192350,940 110019091199,w192410,High Shade,1,27,33,65,25,34,56,26,,,,,,,,135,44,11,25,35,33,48,28
940 110007343094,w192350,940 110012565403,w1737,High Shade,3,24,34,80,9,15,30,30,,,,,,,,19,67,13,17,8,26,23,3
940 110007343094,w192350,940 110009538417,w9331,High Shade,3,11,21,11,30,43,59,81,,,,,,,,39,17,31,14,34,18,43,23
940 110007343094,w192350,940 110009539441,2600,High Shade,10,44,19,11,32,63,24,42,,,,,,,,15,43,66,21,32,19,,
940 110007343094,w192350,940 110012568314,2301,High Shade,2,7,52,20,15,,68,41,,,,,,,,29,25,33,29,38,44,6,
940 110007343094,w192350,940 110019091079,2967,High Shade,8,36,37,72,24,49,35,55,,,,,,,,29,21,22,35,17,25,29,
940 110007343094,w192350,940 110009540863,2709,High Shade,2,2,25,11,15,31,13,19,,,,,,,,38,44,37,24,36,68,96,
940 110007343094,w192350,940 110019088702,2631,High Shade,8,30,60,51,10,26,19,29,,,,,,,,38,42,29,38,42,28,43,7
940 110007343094,w192350,940 110009423189,2686,High Shade,5,12,11,14,50,11,41,27,,,,,,,,18,11,19,76,18,50,2,
940 110007343094,w192350,940 110009422277,w1741,High Shade,10,21,29,15,37,8,34,39,,,,,,,,60,23,70,64,31,58,50,
940 110007343094,w192350,940 110009540159,w192170,High Shade,2,49,57,36,39,60,32,4,,,,,,,,164,104,27,17,,,,
940 110007343094,w192350,940 110009539745,2535,High Shade,5,36,58,40,50,49,68,28,,,,,,,,31,59,35,45,60,62,1,
940 110007343094,w192350,940 110009541187,y464,High Shade,14,15,20,15,80,24,37,34,,,,,,,,59,71,13,18,38,54,76,10
940 110007343094,w192350,940 110012553605,2302,High Shade,5,18,18,10,28,14,20,17,,,,,,,,21,24,22,23,42,26,32,
940 110007343094,w192350,940 110012567558,w229,High Shade,1,68,46,29,28,11,202,38,,,,,,,,62,27,16,85,86,43,87,15
940 110007343094,w192350,940 110012554299,y1053,High Shade,3,23,13,44,20,15,12,15,,,,,,,,24,86,37,44,30,30,105,27
940 110007343094,w192350,940 110009540606,2990,High Shade,10,29,13,41,32,25,66,32,,,,,,,,28,28,23,35,73,33,7,
940 110007343094,w192350,940 110009540937,2428,High Shade,,18,11,13,10,10,10,45,,,,,,,,66,31,31,64,36,21,51,24
940 110007343094,w192350,940 110012568230,w192423,High Shade,6,22,33,39,65,25,29,77,,,,,,,,25,88,25,37,48,23,33,131
940 110007343094,w192350,940 110019089933,2364,High Shade,15,17,16,51,17,102,10,50,,,,,,,,46,29,21,42,24,54,18,
940 110007343094,w192350,940 110009539746,w9563,High Shade,1,64,25,39,67,53,11,13,,,,,,,,20,28,31,17,5,71,78,30
940 110007343094,w192350,940 110009540041,w192163,High Shade,,14,61,52,22,5,37,38,,,,,,,,38,28,21,52,39,43,40,94
940 110007343094,w192350,940 110012568040,w1749,High Shade,37,676,56,18,20,19,22,24,,,,,,,,50,19,24,34,66,38,101,100
940 110007343094,w192350,940 110009422175,2595,High Shade,1,32,22,14,18,38,8,17,,,,,,,,39,43,49,72,46,60,58,4
940 110007343094,w192350,940 110019090321,3746,High Shade,6,5,8,27,24,21,25,30,,,,,,,,37,24,16,15,40,22,47,28
940 110007343094,w192350,940 110009423109,w9281,High Shade,4,60,29,48,31,10,18,45,,,,,,,,51,19,44,64,240,66,54,18
940 110007343094,w192350,940 110012564941,3762,High Shade,10,38,33,13,58,29,16,42,,,,,,,,23,45,69,47,19,47,18,5
940 110007343094,w192350,940 110009540280,w841,High Shade,25,29,9,97,44,5,7,43,,,,,,,,26,28,31,37,21,21,30,1
940 110007343094,w192350,940 110019091174,y1115,High Shade,14,54,75,25,19,43,29,28,,,,,,,,24,41,59,51,57,85,76,100
940 110007343094,w192350,940 110019088438,W210,High Shade,,49,59,29,22,40,27,47,,,,,,,,42,39,21,33,58,51,18,
940 110007343094,w192350,940 110009541433,w1772,High Shade,1,22,17,17,7,10,83,70,,,,,,,,23,16,24,20,12,16,8,2
940 110007343094,w192350,940 110009538766,w192204,High Shade,149,84,11,18,22,7,19,30,,,,,,,,57,20,31,38,44,40,38,
940 110007343094,w192350,940 110019091090,3756,High Shade,3,15,19,28,31,20,29,46,,,,,,,,29,75,32,29,19,41,41,
940 110007343094,w192350,940 110009423265,2965,High Shade,17,9,18,10,12,12,52,19,,,,,,,,164,107,22,23,38,53,14,35
940 110007343094,w192350,940 110009538890,2550,High Shade,2,28,18,26,44,21,70,56,,,,,,,,41,32,71,59,28,68,74,1
940 110007343094,w192350,940 110012567214,2648,High Shade,,16,27,30,10,6,126,174,,,,,,,,23,30,26,32,15,19,39,32
940 110007343094,w192350,940 110009421860,w192380,High Shade,7,30,28,196,96,24,63,80,,,,,,,,19,43,18,31,22,32,84,13
940 110007343094,w192350,940 110019092821,W1636,High Shade,16,264,65,27,25,48,16,31,,,,,,,,35,84,45,21,17,36,19,
940 110007343094,w192350,940 110012567539,w1793,High Shade,4,18,44,18,44,22,12,19,,,,,,,,71,34,67,76,65,38,101,2
940 110007343094,w192350,940 110009539963,2993,High Shade,8,43,50,10,43,26,9,17,,,,,,,,35,33,38,56,93,83,32,49
940 110007343094,w192350,940 110009423238,2313,High Shade,,20,23,28,15,9,40,22,,,,,,,,20,41,38,35,42,34,46,
940 110007343094,w192350,940 110009422835,2510,High Shade,13,10,7,12,17,15,60,38,,,,,,,,32,34,68,27,10,33,35,
940 110007343094,w192350,940 110009539147,2544,High Shade,7,18,35,28,47,2,47,23,,,,,,,,71,33,40,11,26,52,48,23
940 110007343094,w192350,940 110019090333,2441,High Shade,9,35,54,18,56,72,100,56,,,,,,,,17,35,19,38,15,33,44,
940 110007343094,w192350,940 110009539426,w1531,High Shade,10,15,31,41,26,47,17,52,,,,,,,,63,49,28,23,13,12,21,24
940 110007343094,w192350,940 110009539560,w1570,High Shade,17,34,13,8,11,14,28,49,,,,,,,,38,13,14,47,40,27,,
940 110007343094,w192350,940 110009422307,2681,High Shade,,,,,,,,,,,,,,,,50,56,25,93,48,68,19,
940 110007343094,w192350,940 110009539749,w1774,High Shade,9,133,53,35,69,14,7,41,,,,,,,,33,17,242,63,30,16,66,2
940 110007343094,w192350,940 110009540523,w192488,High Shade,17,82,44,30,41,45,61,53,,,,,,,,19,37,27,26,16,30,58,4
940 110007343094,w192350,940 110009538720,3728,High Shade,2,53,29,27,43,15,53,72,,,,,,,,28,35,39,67,31,34,45,2
940 110007343094,w192350,940 110009540645,2348,High Shade,3,34,60,23,45,21,58,74,,,,,,,,34,20,31,28,20,39,95,7
940 110007343094,w192350,940 110019090059,o75,High Shade,8,55,13,189,57,41,73,35,,,,,,,,27,59,23,59,35,18,40,
940 110007343094,w192350,940 110012567653,3799,High Shade,7,7,3,68,192,90,54,25,,,,,,,,65,38,29,59,20,210,91,
940 110007343094,w192350,940 110009423257,w192358,High Shade,13,6,11,14,29,17,26,39,,,,,,,,26,18,22,17,24,23,22,31
940 110007343094,w192350,940 110019091991,w192246,High Shade,6,32,59,17,35,56,48,28,,,,,,,,44,36,20,19,31,49,64,28
940 110007343094,w192350,940 110012553700,o40,High Shade,11,32,34,18,10,42,53,26,,,,,,,,21,24,23,44,61,31,55,1
940 110007343094,w192350,940 110019091545,3714,High Shade,138,26,56,39,46,51,24,107,,,,,,,,17,29,37,58,29,32,72,62
940 110007343094,w192350,940 110009422294,o77,High Shade,8,10,7,13,558,25,26,15,,,,,,,,24,71,49,41,25,67,74,51
940 110007343094,w192350,982 123539107431,2469,High Shade,9,17,19,13,100,32,56,41,,,,,,,,31,25,18,73,28,46,41,
940 110007343094,w192350,940 110012568205,2891,High Shade,,5,13,9,,,7,5,,,,,,,,16,22,27,21,13,24,26,
940 110007343094,w192350,940 110009541595,2925,High Shade,3,31,62,67,248,30,71,46,,,,,,,,43,56,21,45,16,39,28,79
940 110007343094,w192350,940 110019088500,y430,High Shade,12,21,14,37,52,23,29,16,,,,,,,,56,30,30,33,23,48,67,
940 110007343094,w192350,940 110012567794,w9280,High Shade,,17,8,55,33,28,16,30,,,,,,,,38,18,25,39,4,14,25,24
940 110007343094,w192350,940 110016191529,2899,High Shade,1,14,110,54,13,25,33,56,,,,,,,,29,58,12,29,34,21,39,2
940 110007343094,w192350,940 110009539432,2567,High Shade,3,20,25,29,47,78,16,14,,,,,,,,31,41,38,20,22,37,71,
940 110007343094,w192350,940 110009541504,2338,High Shade,1,15,16,11,12,15,28,16,,,,,,,,15,58,37,37,58,34,213,689
940 110007343094,w192350,940 110009539497,2328,High Shade,13,13,9,35,7,9,14,24,,,,,,,,16,79,45,68,64,14,37,43
940 110007343094,w192350,940 110009540062,w1765,High Shade,5,39,13,18,16,11,86,29,,,,,,,,64,33,17,27,71,15,,
940 110007343094,w192350,940 110009541001,w795,High Shade,21,35,33,34,42,56,41,27,,,,,,,,24,63,19,17,44,76,104,
940 110007343094,w192350,940 110009541455,2464,High Shade,7,2,16,14,21,5,9,26,,,,,,,,22,21,162,26,18,23,66,20
940 110007343094,w192350,940 110009539123,y486,High Shade,22,49,46,55,35,44,89,38,,,,,,,,45,34,31,47,28,48,27,36
940 110007343094,w192350,940 110009539500,2444,High Shade,,18,20,73,42,5,46,40,,,,,,,,30,41,35,38,38,53,72,101
940 110007343094,w192350,940 110019091898,5399,High Shade,9,64,35,46,22,59,22,69,,,,,,,,24,49,16,68,32,41,44,21
940 110007343094,w192350,940 110019091269,w192143,High Shade,9,81,11,32,37,16,20,54,,,,,,,,31,40,24,32,53,33,33,24
940 110007343094,w192350,940 110009538772,2607,High Shade,11,11,17,23,31,18,11,23,,,,,,,,27,23,25,101,32,32,30,108
940 110007343094,w192350,940 110012566479,w757,High Shade,1,48,21,13,9,20,104,25,,,,,,,,22,12,18,31,26,29,207,
940 110007343094,w192350,940 110009538570,w1506,High Shade,7,78,29,19,20,23,12,41,,,,,,,,70,68,31,38,71,34,72,11
940 110007343094,w192350,940 110009540889,2488,High Shade,,45,11,18,41,308,48,24,,,,,,,,49,25,51,35,64,27,42,69
940 110007343094,w192350,940 110012554719,w1614,High Shade,9,19,47,16,57,62,20,22,,,,,,,,19,27,31,43,47,24,93,10
940 110007343094,w192350,940 110019092801,2922,High Shade,5,69,34,11,16,38,11,29,,,,,,,,25,213,473,12,37,20,22,
940 110007343094,w192350,940 110019088618,2563,High Shade,1,25,47,9,23,32,33,48,,,,,,,,23,76,18,18,23,99,51,23
940 110007343094,w192350,940 110009539765,w1771,High Shade,11,12,3,25,22,21,17,41,,,,,,,,51,34,69,17,28,23,19,35
940 110007343094,w192350,940 110019091874,2933,High Shade,8,62,56,35,50,49,88,40,,,,,,,,51,37,30,50,11,,,
940 110007343094,w192350,940 110019090507,2590,High Shade,7,17,76,23,28,29,24,29,,,,,,,,27,31,31,22,36,60,296,75
940 110007343094,w192350,940 110009538677,W192239,High Shade,100,75,21,17,45,56,39,48,,,,,,,,61,35,52,45,28,76,78,
940 110007343094,w192350,940 110009541027,2930,High Shade,16,60,71,47,41,133,87,46,,,,,,,,44,23,21,23,15,36,35,
940 110007343094,w192350,940 110012567125,2363,High Shade,16,13,24,32,16,48,27,15,,,,,,,,15,237,136,71,16,17,12,36
940 110007343094,w192350,940 110020787431,w1706,High Shade,22,13,33,58,30,5,22,31,,,,,,,,25,27,182,46,47,11,58,
940 110007343094,w192350,940 110012567054,2411,High Shade,8,38,41,30,53,18,33,37,,,,,,,,58,52,26,58,39,33,62,33
940 110007343094,w192350,940 110009540879,w192135,High Shade,1,11,39,20,37,7,46,39,,,,,,,,27,38,31,59,90,25,64,56
940 110007343094,w192350,940 110012566916,2543,High Shade,21,40,9,25,133,2,15,25,,,,,,,,67,70,23,25,38,28,25,62
940 110007343094,w192350,940 110012553776,2571,High Shade,20,18,34,20,38,49,20,12,,,,,,,,25,58,23,46,29,33,33,46
940 110007343094,w192350,940 110009422880,2407,High Shade,2,16,15,20,52,47,31,54,,,,,,,,39,29,38,20,47,30,132,47
940 110007343094,w192350,940 110009541155,2399,High Shade,4,47,15,24,34,22,38,16,,,,,,,,18,25,30,38,17,16,29,16
940 110007343094,w192350,940 110012564910,2461,High Shade,12,4,8,17,17,25,28,12,,,,,,,,15,70,52,30,30,21,23,27
940 110007343094,w192350,940 110019088661,w791,High Shade,16,36,32,117,8,29,35,42,,,,,,,,37,19,35,17,14,39,75,
940 110007343094,w192350,940 110012567424,2305,High Shade,1,24,42,30,59,24,46,52,,,,,,,,43,105,41,31,21,67,89,34
940 110007343094,w192350,940 110009541284,2323,High Shade,,83,58,20,13,23,70,27,,,,,,,,31,32,30,83,43,36,,
940 110007343094,w192350,940 110009423155,w192406,High Shade,11,33,15,36,12,12,44,34,,,,,,,,17,13,10,25,46,30,18,7
940 110007343094,w192350,940 110012567049,2988,High Shade,13,12,32,6,44,71,43,48,,,,,,,,38,44,68,19,16,29,48,69
940 110007343094,w192350,940 110009539292,2958,High Shade,2,27,70,64,89,38,44,15,,,,,,,,13,24,19,50,41,15,46,6
940 110007343094,w192350,940 110009540852,3717,High Shade,26,28,226,30,17,17,23,27,,,,,,,,28,44,35,48,65,25,44,21
940 110007343094,w192350,940 110009538693,w993,High Shade,5,13,7,14,21,6,18,19,,,,,,,,25,114,76,25,24,28,24,
940 110007343094,w192350,940 110009541193,w226,High Shade,10,42,79,24,48,66,28,48,,,,,,,,24,94,36,56,33,49,38,1
940 110007343094,w192350,940 110009540641,w765,High Shade,3,16,20,29,45,29,69,20,,,,,,,,46,45,43,54,52,39,21,27
940 110007343094,w192350,940 110009423023,y455,High Shade,4,75,82,42,102,80,86,27,,,,,,,,30,14,36,14,34,28,47,31
940 110007343094,w192350,940 110009539574,W1585,High Shade,19,31,14,9,34,23,54,58,,,,,,,,13,14,23,32,41,15,28,
940 110007343094,w192350,940 110012566390,2467,High Shade,10,28,32,149,93,32,76,42,,,,,,,,14,59,20,19,15,60,16,
940 110007343094,w192350,940 110009540400,w192325,High Shade,1,23,51,13,52,23,58,47,,,,,,,,38,37,27,90,84,42,57,
940 110007343094,w192350,940 110012565375,3744,High Shade,1,22,17,6,53,40,80,28,,,,,,,,43,36,55,92,88,74,62,28
940 110007343094,w192350,940 110009540112,w192218,High Shade,6,15,31,57,60,22,33,41,,,,,,,,47,46,46,40,53,29,60,57
940 110007343094,w192350,940 110012567022,w937,High Shade,18,63,71,33,53,29,38,35,,,,,,,,47,42,37,32,28,37,1,
940 110007343094,w192350,940 110012553675,w192153,High Shade,7,10,28,28,41,53,26,12,,,,,,,,22,16,26,48,25,52,19,16
940 110007343094,w192350,940 110012554588,2628,High Shade,3,23,25,27,39,23,64,44,,,,,,,,20,29,31,15,12,31,40,23
940 110007343094,w192350,940 110012565425,2703,High Shade,6,13,44,15,23,13,8,35,,,,,,,,17,30,20,26,114,30,85,5
940 110007343094,w192350,940 110019090105,2520,High Shade,,10,48,27,30,40,42,74,,,,,,,,24,15,57,45,28,36,23,
940 110007343094,w192350,940 110019091541,2893,High Shade,5,4,24,11,9,4,3,26,,,,,,,,53,55,21,49,23,31,59,85
940 110007343094,w192350,940 110012554845,W192256,High Shade,3,18,39,38,100,50,7,22,,,,,,,,56,31,29,55,37,35,72,
940 110007343094,w192350,940 110019090374,2365,High Shade,8,20,27,71,28,46,20,37,,,,,,,,39,31,108,34,48,25,36,
940 110007343094,w192350,940 110009541586,w192277,High Shade,6,14,11,17,34,5,15,23,,,,,,,,38,125,25,15,17,19,43,
940 110007343094,w192350,940 110019091053,2671,High Shade,31,37,35,45,28,29,24,29,,,,,,,,23,74,23,31,12,26,71,14
940 110007343094,w192350,982 123812217444,w192236,High Shade,13,32,20,28,24,28,54,60,,,,,,,,49,48,31,28,26,62,34,
940 110007343094,w192350,940 110012567887,2650,High Shade,7,55,27,56,50,23,92,33,,,,,,,,30,56,72,74,75,71,41,
940 110007343094,w192350,940 110019090379,w1785,High Shade,16,57,116,10,64,28,28,12,,,,,,,,31,24,21,23,18,20,16,
940 110007343094,w192350,940 110019089911,2038,High Shade,3,27,41,8,65,36,55,24,,,,,,,,42,19,61,28,21,26,27,
940 110007343094,w192350,940 110009539063,w221,High Shade,2,48,44,20,23,11,24,51,,,,,,,,49,59,23,28,45,66,,
940 110007343094,w192350,940 110019091927,y493,High Shade,10,64,36,14,39,65,48,40,,,,,,,,31,51,26,61,32,62,72,
940 110007343094,w192350,940 110009539600,o22,High Shade,23,48,7,24,31,85,58,72,,,,,,,,31,71,32,22,45,20,85,6
940 110007343094,w192350,940 110009541457,y449,High Shade,36,30,10,13,15,9,4,50,,,,,,,,176,29,31,46,30,58,41,
940 110007343094,w192350,940 110009423145,w192150,High Shade,6,34,197,30,40,20,75,33,,,,,,,,26,23,28,64,106,84,64,
940 110007343094,w192350,940 110009541731,o41,High Shade,1,29,44,35,31,19,29,42,,,,,,,,20,10,16,76,20,8,,
940 110007343094,w192350,940 110019089807,w773,High Shade,8,24,62,25,17,21,26,31,,,,,,,,54,52,17,26,13,35,5,
940 110007343094,w192350,940 110009540892,2373,High Shade,7,35,34,18,7,11,27,39,,,,,,,,28,50,29,24,37,29,20,
940 110007343094,w192350,940 110012566714,3750,High Shade,16,9,11,47,27,6,13,40,,,,,,,,33,24,18,27,39,45,38,1
940 110007343094,w192350,940 110009539732,2639,High Shade,1,4,9,15,43,32,16,49,,,,,,,,37,20,22,54,84,32,33,24
940 110007343094,w192350,940 110009540691,2018,High Shade,8,49,69,24,23,42,27,15,,,,,,,,60,36,38,48,22,22,33,12
940 110007343094,w192350,940 110009422291,2900,High Shade,,24,22,14,17,4,27,44,,,,,,,,29,63,22,13,69,33,53,1
940 110007343094,w192350,940 110019090490,2627,High Shade,3,34,70,22,23,29,22,22,,,,,,,,33,91,46,22,8,17,21,
940 110007343094,w192350,940 110009540880,w897,High Shade,1,25,14,32,75,10,38,57,,,,,,,,43,26,35,27,41,80,77,
940 110007343094,w192350,940 110012565868,2952,High Shade,7,16,6,33,45,32,27,38,,,,,,,,33,31,30,78,52,28,23,
940 110007343094,w192350,940 110009539582,2602,High Shade,21,36,6,15,16,16,215,71,,,,,,,,59,27,90,35,30,48,34,
940 110007343094,w192350,940 110009541461,2621,High Shade,7,14,14,28,34,18,15,26,,,,,,,,76,27,40,21,29,32,76,9
940 110007343094,w192350,940 110009539701,w192055,High Shade,26,17,20,26,93,25,30,44,,,,,,,,23,73,29,19,19,27,55,
940 110007343094,w192350,940 110009541618,2559,High Shade,,25,10,29,17,6,11,25,,,,,,,,39,60,24,71,27,40,,
940 110007343094,w192350,940 110009539186,2625,High Shade,28,8,39,61,79,23,25,58,,,,,,,,23,23,29,28,24,45,55,
940 110007343094,w192350,940 110009538652,2574,High Shade,13,19,23,21,30,21,44,32,,,,,,,,39,30,52,20,26,33,40,25
940 110007343094,w192350,940 110012566735,2934,High Shade,9,42,19,43,27,32,43,44,,,,,,,,49,39,57,40,16,24,20,
940 110007343094,w192350,940 110012554672,y1024,High Shade,3,34,44,27,26,26,5,16,,,,,,,,103,27,46,51,44,53,19,
940 110007343094,w192350,940 110019091360,2937,High Shade,7,22,19,23,38,27,15,22,,,,,,,,48,30,40,28,24,42,9,
940 110007343094,w192350,940 110011991139,2653,High Shade,,13,,,,,,,,,,,,,,16,16,14,32,13,46,,
940 110007343094,w192350,940 110009540731,2713,High Shade,3,58,396,50,46,31,60,32,,,,,,,,22,14,25,23,61,42,52,
940 110007343094,w192350,940 110009541182,w192154,High Shade,4,23,25,28,37,29,53,34,,,,,,,,76,63,13,18,17,41,,
940 110007343094,w192350,940 110012567632,5361,High Shade,1,27,17,40,20,15,27,42,,,,,,,,13,24,36,13,29,42,60,
940 110007343094,w192350,940 110009541089,2568,High Shade,2,59,123,46,38,69,67,25,,,,,,,,33,15,26,25,33,22,70,
940 110007343094,w192350,940 110009540994,w192561,High Shade,11,17,57,98,17,22,78,39,,,,,,,,52,32,37,41,83,65,52,99
940 110007343094,w192350,940 110012567203,2537,High Shade,10,7,60,40,53,21,99,49,,,,,,,,36,27,76,30,43,34,39,
940 110007343094,w192350,940 110009541435,2979,High Shade,4,24,28,49,59,27,7,43,,,,,,,,27,119,26,39,25,31,4,
